"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-01-31","3.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","-8.8","H,,S","-3.8",",,W","-12.1",",,W","  330",",,W","  340",",,W","6.7",",,W","8.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-01","3.4",",,W","1.3",",,W,2400","23.0",",,W,2400","0.0","T,,W,2400","-5.9","H,,S","-4.3",",,W","-6.6",",,W","   60",",,W","   60",",,W","5.4",",,W","6.3",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-02","2.5",",,W","0.0",",,W,2400","0.0",",,W,2400","30.0",",,W,2400","-3.1","H,,S","5.0",",,W","-7.7",",,W","  170",",,W","  170",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-03","1.3",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","3.4","H,,S","13.3",",,W","-2.1",",,W","  140",",,W","  130",",,W","3.6",",,W","4.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-04","1.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","6.8","H,,S","17.8",",,W","0.6",",,W","  110",",,W","   30",",,W","3.6",",,W","4.5",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-05","1.8",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","10.2","H,,S","23.3",",,W","2.2",",,W","  340",",,W","  350",",,W","6.3",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-06","3.0",",,W","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","11.1","H,,S","14.4",",,W","5.6",",,W","  100",",,W","  100",",,W","5.8",",,W","7.6",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-07","2.5",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","9.9","H,,S","13.3",",,W","7.8",",,W","   20",",,W","   20",",,W","5.8",",,W","6.7",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-08","5.7",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","10.3","H,,S","16.1",",,W","2.8",",,W","  310",",,W","  320",",,W","13.4",",,W","17.4",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-09","6.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","1.5","H,,S","2.8",",,W","-2.1",",,W","  320",",,W","  320",",,W","13.0",",,W","15.2",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-10","2.2",",,W","2.8",",,W,2400","5.0",",,W,2400","0.0",",,W,2400","0.4","H,,S","5.0",",,W","-3.2",",,W","  190",",,W","  180",",,W","5.8",",,W","7.2",",,W","    1",",,W",,,,,"    1",",,W",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-11","2.9",",,W","8.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","2.1","H,,S","3.3",",,W","1.1",",,W","   40",",,W","   50",",,W","5.8",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-12","3.1",",,W","17.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","2.7","H,,S","5.0",",,W","1.7",",,W","   60",",,W","   60",",,W","7.2",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-13","4.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","5.8","H,,S","10.6",",,W","2.8",",,W","  270",",,W","  260",",,W","9.8",",,W","12.5",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-14","2.8",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","5.6","H,,S","12.2",",,W","0.0",",,W","  170",",,W","  180",",,W","6.7",",,W","9.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-15","6.3",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","11.9","H,,S","18.3",",,W","8.3",",,W","  320",",,W","  180",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-16","5.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","8.4","H,,S","11.1",",,W","2.2",",,W","  330",",,W","  330",",,W","9.8",",,W","12.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-17","3.2",",,W","5.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","2.6","H,,S","5.0",",,W","0.0",",,W","  140",",,W","  140",",,W","7.6",",,W","10.3",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-18","6.1",",,W","6.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","5.6","H,,S","11.1",",,W","2.8",",,W","  320",",,W","  310",",,W","12.5",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-19","4.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","2.8","H,,S","6.1",",,W","-1.6",",,W","  320",",,W","  310",",,W","8.9",",,W","10.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-20","2.8",",,W","18.5",",,W,2400","66.0",",,W,2400","0.0","T,,W,2400","1.6","H,,S","2.8",",,W","-1.0",",,W","  130",",,W","  100",",,W","5.4",",,W","7.2",",,W","    1",",,W","    1",",,W",,,"    1",",,W",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-21","1.8",",,W","0.0",",,W,2400","0.0",",,W,2400","50.0",",,W,2400","4.9","H,,S","15.6",",,W","1.1",",,W","   10",",,W","   10",",,W","7.2",",,W","8.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-22","2.6",",,W","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","9.4","H,,S","11.1",",,W","6.1",",,W","  330",",,W","  330",",,W","10.3",",,W","12.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-23","3.0",",,W","3.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","5.3","H,,S","6.7",",,W","3.9",",,W","   50",",,W","  360",",,W","5.8",",,W","7.2",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-24","5.0",",,W","23.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","6.5","H,,S","17.2",",,W","3.9",",,W","  300",",,W","  290",",,W","14.3",",,W","20.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-25","8.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","8.3","H,,S","10.6",",,W","5.0",",,W","  310",",,W","  320",",,W","16.1",",,W","23.3",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-26","3.8",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","6.4","H,,S","11.7",",,W","1.1",",,W","   30",",,W","   30",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-27","3.5",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","3.2","H,,S","5.0",",,W","0.0",",,W","  100",",,W","  100",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-02-28","4.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","6.2","H,,S","10.0",",,W","3.9",",,W","  360",",,W","  360",",,W","10.7",",,W","13.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-01","4.4",",,W","16.3",",,W,2400","8.0",",,W,2400","0.0","T,,W,2400","2.2","H,,S","3.9",",,W","1.1",",,W","   50",",,W","   30",",,W","6.7",",,W","8.1",",,W","    1",",,W",,,,,"    1",",,W",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-02","3.7",",,W","1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","4.1","H,,S","9.4",",,W","2.2",",,W","  320",",,W","  350",",,W","6.3",",,W","8.5",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-03","3.7",",,W","13.2",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","6.2","H,,S","8.3",",,W","2.8",",,W","   20",",,W","   10",",,W","7.2",",,W","8.5",",,W","    1",",,W",,,,,"    1",",,W",,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-04","6.1",",,W","0.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","3.3","H,,S","6.1",",,W","-1.0",",,W","  340",",,W","  340",",,W","11.6",",,W","15.2",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-05","4.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","0.8","H,,S","6.1",",,W","-2.7",",,W","  320",",,W","  330",",,W","13.0",",,W","17.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-06","6.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","-1.7","H,,S","1.1",",,W","-5.5",",,W","  330",",,W","  330",",,W","10.3",",,W","14.8",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-07","3.7",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","0.1","H,,S","7.2",",,W","-3.8",",,W","  270",",,W","  300",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-08","1.8",",,W","5.3",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400","2.5","H,,S","5.0",",,W","0.0",",,W","  180",",,W","  170",",,W","6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-09","2.6",",,W","1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","3.4","H,,S","6.1",",,W","1.7",",,W","   90",",,W","   80",",,W","7.2",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-10","2.6",",,W","10.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","7.1","H,,S","15.6",",,W","4.4",",,W","  220",",,W","  230",",,W","7.6",",,W","9.4",",,W","    1",",,W",,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-11","4.9",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","12.9","H,,S","16.7",",,W","8.9",",,W","  330",",,W","  330",",,W","11.2",",,W","13.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-12","5.2",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","9.0","H,,S","11.7",",,W","3.9",",,W","  330",",,W","  330",",,W","10.3",",,W","13.4",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-13","3.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","7.6","H,,S","15.6",",,W","1.1",",,W","  180",",,W","  180",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-14","5.0",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","13.4","H,,S","23.9",",,W","7.8",",,W","  180",",,W","  180",",,W","9.8",",,W","13.0",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-15","8.2",",,W","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400","19.9","H,,S","25.6",",,W","13.9",",,W","  200",",,W","  330",",,W","13.4",",,W","17.9",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-16","7.1",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","12.7","H,,S","13.9",",,W","5.6",",,W","  310",",,W","  320",",,W","11.6",",,W","16.5",",,W",,,,,,,,,,,,,,
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","38.8472","-77.03454","3.0","2019-03-17","3.4",",,W","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400","7.3","H,,S","12.2",",,W","2.8",",,W","  260",",,W","  360",",,W","8.1",",,W","11.2",",,W",,,,,,,,,,,,,,
