instant,date,season,year,month,hour,is_holiday,weekday,is_workday,weather,temperature,felt_temperature,humidity,windspeed,casual_users,registered_users,users_total,is_weekend,temperature_actual,felt_temperature_actual,humidity_actual,windspeed_actual
33,2011-01-02,winter,2011,January,9,False,Sunday,False,B,0.38,0.3939,0.76,0.2239,1,19,20,True,9.265306122448981,10.513299999999997,76.0,27.7824076
34,2011-01-02,winter,2011,January,10,False,Sunday,False,B,0.36,0.3485,0.81,0.2239,7,46,53,True,8.306122448979592,8.3795,81.0,27.7824076
35,2011-01-02,winter,2011,January,11,False,Sunday,False,B,0.36,0.3333,0.71,0.2537,16,54,70,True,8.306122448979592,7.665099999999999,71.0,31.4801108
36,2011-01-02,winter,2011,January,12,False,Sunday,False,B,0.36,0.3333,0.66,0.2985,20,73,93,True,8.306122448979592,7.665099999999999,66.0,37.039074
37,2011-01-02,winter,2011,January,13,False,Sunday,False,B,0.36,0.3485,0.66,0.1343,11,64,75,True,8.306122448979592,8.3795,66.0,16.6644812
38,2011-01-02,winter,2011,January,14,False,Sunday,False,C,0.36,0.3485,0.76,0.19399999999999998,4,55,59,True,8.306122448979592,8.3795,76.0,24.072296
39,2011-01-02,winter,2011,January,15,False,Sunday,False,C,0.34,0.3333,0.81,0.1642,19,55,74,True,7.346938775510205,7.665099999999999,81.0,20.374592800000002
40,2011-01-02,winter,2011,January,16,False,Sunday,False,C,0.34,0.3333,0.71,0.1642,9,67,76,True,7.346938775510205,7.665099999999999,71.0,20.374592800000002
41,2011-01-02,winter,2011,January,17,False,Sunday,False,A,0.34,0.3333,0.57,0.19399999999999998,7,58,65,True,7.346938775510205,7.665099999999999,56.99999999999999,24.072296
42,2011-01-02,winter,2011,January,18,False,Sunday,False,B,0.36,0.3333,0.46,0.3284,10,43,53,True,8.306122448979592,7.665099999999999,46.0,40.749185600000004
43,2011-01-02,winter,2011,January,19,False,Sunday,False,A,0.32,0.2879,0.42,0.4478,1,29,30,True,6.387755102040817,5.5313,42.0,55.5648152
44,2011-01-02,winter,2011,January,20,False,Sunday,False,A,0.3,0.2727,0.39,0.3582,5,17,22,True,5.428571428571429,4.8169,39.0,44.4468888
45,2011-01-02,winter,2011,January,21,False,Sunday,False,A,0.26,0.2273,0.44,0.3284,11,20,31,True,3.5102040816326543,2.6830999999999996,44.0,40.749185600000004
46,2011-01-02,winter,2011,January,22,False,Sunday,False,A,0.24,0.2121,0.44,0.2985,0,9,9,True,2.5510204081632644,1.9687000000000001,44.0,37.039074
47,2011-01-02,winter,2011,January,23,False,Sunday,False,A,0.22,0.2273,0.47,0.1642,0,8,8,True,1.591836734693878,2.6830999999999996,47.0,20.374592800000002
48,2011-01-03,winter,2011,January,0,False,Monday,True,A,0.22,0.19699999999999998,0.44,0.3582,0,5,5,False,1.591836734693878,1.2589999999999986,44.0,44.4468888
49,2011-01-03,winter,2011,January,1,False,Monday,True,A,0.2,0.1667,0.44,0.4179,0,2,2,False,0.6326530612244898,-0.1651000000000007,44.0,51.8547036
50,2011-01-03,winter,2011,January,4,False,Monday,True,A,0.16,0.1364,0.47,0.3881,0,1,1,False,-1.2857142857142856,-1.5892,47.0,48.1570004
51,2011-01-03,winter,2011,January,5,False,Monday,True,A,0.16,0.1364,0.47,0.2836,0,3,3,False,-1.2857142857142856,-1.5892,47.0,35.1902224
52,2011-01-03,winter,2011,January,6,False,Monday,True,A,0.14,0.1061,0.5,0.3881,0,30,30,False,-2.244897959183673,-3.0133,50.0,48.1570004
53,2011-01-03,winter,2011,January,7,False,Monday,True,A,0.14,0.1364,0.5,0.19399999999999998,1,63,64,False,-2.244897959183673,-1.5892,50.0,24.072296
54,2011-01-03,winter,2011,January,8,False,Monday,True,A,0.14,0.1212,0.5,0.2836,1,153,154,False,-2.244897959183673,-2.3036000000000003,50.0,35.1902224
55,2011-01-03,winter,2011,January,9,False,Monday,True,A,0.16,0.1364,0.43,0.3881,7,81,88,False,-1.2857142857142856,-1.5892,43.0,48.1570004
56,2011-01-03,winter,2011,January,10,False,Monday,True,A,0.18,0.1667,0.43,0.2537,11,33,44,False,-0.3265306122448983,-0.1651000000000007,43.0,31.4801108
57,2011-01-03,winter,2011,January,11,False,Monday,True,A,0.2,0.1818,0.4,0.3284,10,41,51,False,0.6326530612244898,0.5445999999999991,40.0,40.749185600000004
58,2011-01-03,winter,2011,January,12,False,Monday,True,A,0.22,0.2121,0.35,0.2985,13,48,61,False,1.591836734693878,1.9687000000000001,35.0,37.039074
59,2011-01-03,winter,2011,January,13,False,Monday,True,A,0.24,0.2121,0.35,0.2836,8,53,61,False,2.5510204081632644,1.9687000000000001,35.0,35.1902224
60,2011-01-03,winter,2011,January,14,False,Monday,True,A,0.26,0.2424,0.3,0.2836,11,66,77,False,3.5102040816326543,3.3927999999999994,30.0,35.1902224
61,2011-01-03,winter,2011,January,15,False,Monday,True,A,0.26,0.2424,0.3,0.2537,14,58,72,False,3.5102040816326543,3.3927999999999994,30.0,31.4801108
62,2011-01-03,winter,2011,January,16,False,Monday,True,A,0.26,0.2424,0.3,0.2537,9,67,76,False,3.5102040816326543,3.3927999999999994,30.0,31.4801108
63,2011-01-03,winter,2011,January,17,False,Monday,True,A,0.24,0.2273,0.3,0.2239,11,146,157,False,2.5510204081632644,2.6830999999999996,30.0,27.7824076
64,2011-01-03,winter,2011,January,18,False,Monday,True,A,0.24,0.2576,0.32,0.1045,9,148,157,False,2.5510204081632644,4.107200000000001,32.0,12.966778000000001
65,2011-01-03,winter,2011,January,19,False,Monday,True,A,0.2,0.2576,0.47,0.0,8,102,110,False,0.6326530612244898,4.107200000000001,47.0,0.0
66,2011-01-03,winter,2011,January,20,False,Monday,True,A,0.2,0.2273,0.47,0.1045,3,49,52,False,0.6326530612244898,2.6830999999999996,47.0,12.966778000000001
67,2011-01-03,winter,2011,January,21,False,Monday,True,A,0.18,0.19699999999999998,0.64,0.1343,3,49,52,False,-0.3265306122448983,1.2589999999999986,64.0,16.6644812
68,2011-01-03,winter,2011,January,22,False,Monday,True,A,0.14,0.1515,0.69,0.1343,0,20,20,False,-2.244897959183673,-0.8795000000000002,69.0,16.6644812
69,2011-01-03,winter,2011,January,23,False,Monday,True,A,0.18,0.2121,0.55,0.1045,1,11,12,False,-0.3265306122448983,1.9687000000000001,55.00000000000001,12.966778000000001
70,2011-01-04,winter,2011,January,0,False,Tuesday,True,A,0.16,0.1818,0.55,0.1045,0,5,5,False,-1.2857142857142856,0.5445999999999991,55.00000000000001,12.966778000000001
71,2011-01-04,winter,2011,January,1,False,Tuesday,True,A,0.16,0.1818,0.59,0.1045,0,2,2,False,-1.2857142857142856,0.5445999999999991,59.0,12.966778000000001
72,2011-01-04,winter,2011,January,2,False,Tuesday,True,A,0.14,0.1515,0.63,0.1343,0,1,1,False,-2.244897959183673,-0.8795000000000002,63.0,16.6644812
73,2011-01-04,winter,2011,January,4,False,Tuesday,True,A,0.14,0.1818,0.63,0.0896,0,2,2,False,-2.244897959183673,0.5445999999999991,63.0,11.1179264
74,2011-01-04,winter,2011,January,5,False,Tuesday,True,A,0.12,0.1515,0.68,0.1045,0,4,4,False,-3.204081632653062,-0.8795000000000002,68.0,12.966778000000001
75,2011-01-04,winter,2011,January,6,False,Tuesday,True,A,0.12,0.1515,0.74,0.1045,0,36,36,False,-3.204081632653062,-0.8795000000000002,74.0,12.966778000000001
76,2011-01-04,winter,2011,January,7,False,Tuesday,True,A,0.12,0.1515,0.74,0.1343,2,92,94,False,-3.204081632653062,-0.8795000000000002,74.0,16.6644812
77,2011-01-04,winter,2011,January,8,False,Tuesday,True,A,0.14,0.1515,0.69,0.1642,2,177,179,False,-2.244897959183673,-0.8795000000000002,69.0,20.374592800000002
78,2011-01-04,winter,2011,January,9,False,Tuesday,True,A,0.16,0.1515,0.64,0.2239,2,98,100,False,-1.2857142857142856,-0.8795000000000002,64.0,27.7824076
79,2011-01-04,winter,2011,January,10,False,Tuesday,True,B,0.16,0.1364,0.69,0.3284,5,37,42,False,-1.2857142857142856,-1.5892,69.0,40.749185600000004
80,2011-01-04,winter,2011,January,11,False,Tuesday,True,A,0.22,0.2121,0.51,0.2985,7,50,57,False,1.591836734693878,1.9687000000000001,51.0,37.039074
81,2011-01-04,winter,2011,January,12,False,Tuesday,True,A,0.22,0.2273,0.51,0.1642,12,66,78,False,1.591836734693878,2.6830999999999996,51.0,20.374592800000002
82,2011-01-04,winter,2011,January,13,False,Tuesday,True,A,0.24,0.2273,0.56,0.19399999999999998,18,79,97,False,2.5510204081632644,2.6830999999999996,56.00000000000001,24.072296
83,2011-01-04,winter,2011,January,14,False,Tuesday,True,A,0.26,0.2576,0.52,0.2239,9,54,63,False,3.5102040816326543,4.107200000000001,52.0,27.7824076
84,2011-01-04,winter,2011,January,15,False,Tuesday,True,A,0.28,0.2727,0.52,0.2537,17,48,65,False,4.4693877551020424,4.8169,52.0,31.4801108
85,2011-01-04,winter,2011,January,16,False,Tuesday,True,A,0.3,0.2879,0.49,0.2537,15,68,83,False,5.428571428571429,5.5313,49.0,31.4801108
86,2011-01-04,winter,2011,January,17,False,Tuesday,True,A,0.28,0.2727,0.48,0.2239,10,202,212,False,4.4693877551020424,4.8169,48.0,27.7824076
87,2011-01-04,winter,2011,January,18,False,Tuesday,True,A,0.26,0.2576,0.48,0.19399999999999998,3,179,182,False,3.5102040816326543,4.107200000000001,48.0,24.072296
88,2011-01-04,winter,2011,January,19,False,Tuesday,True,A,0.24,0.2576,0.48,0.1045,2,110,112,False,2.5510204081632644,4.107200000000001,48.0,12.966778000000001
89,2011-01-04,winter,2011,January,20,False,Tuesday,True,A,0.24,0.2576,0.48,0.1045,1,53,54,False,2.5510204081632644,4.107200000000001,48.0,12.966778000000001
90,2011-01-04,winter,2011,January,21,False,Tuesday,True,A,0.22,0.2727,0.64,0.0,0,48,48,False,1.591836734693878,4.8169,64.0,0.0
91,2011-01-04,winter,2011,January,22,False,Tuesday,True,A,0.22,0.2576,0.64,0.0896,1,34,35,False,1.591836734693878,4.107200000000001,64.0,11.1179264
92,2011-01-04,winter,2011,January,23,False,Tuesday,True,A,0.2,0.2273,0.69,0.0896,2,9,11,False,0.6326530612244898,2.6830999999999996,69.0,11.1179264
93,2011-01-05,winter,2011,January,0,False,Wednesday,True,A,0.2,0.2576,0.64,0.0,0,6,6,False,0.6326530612244898,4.107200000000001,64.0,0.0
94,2011-01-05,winter,2011,January,1,False,Wednesday,True,A,0.16,0.19699999999999998,0.74,0.0896,0,6,6,False,-1.2857142857142856,1.2589999999999986,74.0,11.1179264
95,2011-01-05,winter,2011,January,2,False,Wednesday,True,A,0.16,0.19699999999999998,0.74,0.0896,0,2,2,False,-1.2857142857142856,1.2589999999999986,74.0,11.1179264
96,2011-01-05,winter,2011,January,4,False,Wednesday,True,A,0.24,0.2273,0.48,0.2239,0,2,2,False,2.5510204081632644,2.6830999999999996,48.0,27.7824076
97,2011-01-05,winter,2011,January,5,False,Wednesday,True,A,0.22,0.2273,0.47,0.1642,0,3,3,False,1.591836734693878,2.6830999999999996,47.0,20.374592800000002
98,2011-01-05,winter,2011,January,6,False,Wednesday,True,A,0.2,0.19699999999999998,0.47,0.2239,0,33,33,False,0.6326530612244898,1.2589999999999986,47.0,27.7824076
99,2011-01-05,winter,2011,January,7,False,Wednesday,True,A,0.18,0.1818,0.43,0.19399999999999998,1,87,88,False,-0.3265306122448983,0.5445999999999991,43.0,24.072296
100,2011-01-05,winter,2011,January,8,False,Wednesday,True,A,0.2,0.1818,0.4,0.2985,3,192,195,False,0.6326530612244898,0.5445999999999991,40.0,37.039074
101,2011-01-05,winter,2011,January,9,False,Wednesday,True,A,0.22,0.19699999999999998,0.37,0.3284,6,109,115,False,1.591836734693878,1.2589999999999986,37.0,40.749185600000004
102,2011-01-05,winter,2011,January,10,False,Wednesday,True,A,0.22,0.19699999999999998,0.37,0.3284,4,53,57,False,1.591836734693878,1.2589999999999986,37.0,40.749185600000004
103,2011-01-05,winter,2011,January,11,False,Wednesday,True,A,0.26,0.2273,0.33,0.3284,12,34,46,False,3.5102040816326543,2.6830999999999996,33.0,40.749185600000004
104,2011-01-05,winter,2011,January,12,False,Wednesday,True,A,0.26,0.2273,0.33,0.3284,5,74,79,False,3.5102040816326543,2.6830999999999996,33.0,40.749185600000004
105,2011-01-05,winter,2011,January,13,False,Wednesday,True,A,0.28,0.2576,0.3,0.2985,6,65,71,False,4.4693877551020424,4.107200000000001,30.0,37.039074
106,2011-01-05,winter,2011,January,14,False,Wednesday,True,A,0.3,0.2879,0.28,0.19399999999999998,10,52,62,False,5.428571428571429,5.5313,28.000000000000004,24.072296
107,2011-01-05,winter,2011,January,15,False,Wednesday,True,A,0.3,0.2879,0.28,0.19399999999999998,7,55,62,False,5.428571428571429,5.5313,28.000000000000004,24.072296
108,2011-01-05,winter,2011,January,16,False,Wednesday,True,A,0.3,0.3182,0.28,0.0896,4,85,89,False,5.428571428571429,6.955399999999999,28.000000000000004,11.1179264
109,2011-01-05,winter,2011,January,17,False,Wednesday,True,A,0.24,0.2273,0.38,0.19399999999999998,4,186,190,False,2.5510204081632644,2.6830999999999996,38.0,24.072296
110,2011-01-05,winter,2011,January,18,False,Wednesday,True,A,0.24,0.2424,0.38,0.1343,3,166,169,False,2.5510204081632644,3.3927999999999994,38.0,16.6644812
111,2011-01-05,winter,2011,January,19,False,Wednesday,True,A,0.24,0.2576,0.38,0.1045,5,127,132,False,2.5510204081632644,4.107200000000001,38.0,12.966778000000001
112,2011-01-05,winter,2011,January,20,False,Wednesday,True,A,0.22,0.2273,0.47,0.1642,7,82,89,False,1.591836734693878,2.6830999999999996,47.0,20.374592800000002
113,2011-01-05,winter,2011,January,21,False,Wednesday,True,A,0.2,0.19699999999999998,0.51,0.19399999999999998,3,40,43,False,0.6326530612244898,1.2589999999999986,51.0,24.072296
114,2011-01-05,winter,2011,January,22,False,Wednesday,True,A,0.18,0.19699999999999998,0.55,0.1343,1,41,42,False,-0.3265306122448983,1.2589999999999986,55.00000000000001,16.6644812
115,2011-01-05,winter,2011,January,23,False,Wednesday,True,A,0.2,0.2576,0.47,0.0,1,18,19,False,0.6326530612244898,4.107200000000001,47.0,0.0
116,2011-01-06,winter,2011,January,0,False,Thursday,True,A,0.18,0.2424,0.55,0.0,0,11,11,False,-0.3265306122448983,3.3927999999999994,55.00000000000001,0.0
117,2011-01-06,winter,2011,January,1,False,Thursday,True,A,0.16,0.2273,0.64,0.0,0,4,4,False,-1.2857142857142856,2.6830999999999996,64.0,0.0
118,2011-01-06,winter,2011,January,2,False,Thursday,True,A,0.16,0.2273,0.64,0.0,0,2,2,False,-1.2857142857142856,2.6830999999999996,64.0,0.0
119,2011-01-06,winter,2011,January,4,False,Thursday,True,B,0.16,0.19699999999999998,0.64,0.0896,0,1,1,False,-1.2857142857142856,1.2589999999999986,64.0,11.1179264
120,2011-01-06,winter,2011,January,5,False,Thursday,True,B,0.14,0.1818,0.69,0.0896,0,4,4,False,-2.244897959183673,0.5445999999999991,69.0,11.1179264
121,2011-01-06,winter,2011,January,6,False,Thursday,True,B,0.14,0.1667,0.63,0.1045,0,36,36,False,-2.244897959183673,-0.1651000000000007,63.0,12.966778000000001
122,2011-01-06,winter,2011,January,7,False,Thursday,True,B,0.16,0.2273,0.59,0.0,0,95,95,False,-1.2857142857142856,2.6830999999999996,59.0,0.0
123,2011-01-06,winter,2011,January,8,False,Thursday,True,A,0.16,0.2273,0.59,0.0,3,216,219,False,-1.2857142857142856,2.6830999999999996,59.0,0.0
124,2011-01-06,winter,2011,January,9,False,Thursday,True,B,0.18,0.2424,0.51,0.0,6,116,122,False,-0.3265306122448983,3.3927999999999994,51.0,0.0
125,2011-01-06,winter,2011,January,10,False,Thursday,True,A,0.2,0.2576,0.47,0.0,3,42,45,False,0.6326530612244898,4.107200000000001,47.0,0.0
126,2011-01-06,winter,2011,January,11,False,Thursday,True,A,0.22,0.2576,0.44,0.0896,2,57,59,False,1.591836734693878,4.107200000000001,44.0,11.1179264
127,2011-01-06,winter,2011,January,12,False,Thursday,True,A,0.26,0.2879,0.35,0.0,6,78,84,False,3.5102040816326543,5.5313,35.0,0.0
128,2011-01-06,winter,2011,January,13,False,Thursday,True,A,0.26,0.2727,0.35,0.1045,12,55,67,False,3.5102040816326543,4.8169,35.0,12.966778000000001
129,2011-01-06,winter,2011,January,14,False,Thursday,True,A,0.28,0.2727,0.36,0.1642,11,59,70,False,4.4693877551020424,4.8169,36.0,20.374592800000002
130,2011-01-06,winter,2011,January,15,False,Thursday,True,A,0.28,0.2727,0.36,0.0,8,54,62,False,4.4693877551020424,4.8169,36.0,0.0
131,2011-01-06,winter,2011,January,16,False,Thursday,True,A,0.26,0.2576,0.38,0.1642,12,74,86,False,3.5102040816326543,4.107200000000001,38.0,20.374592800000002
132,2011-01-06,winter,2011,January,17,False,Thursday,True,A,0.22,0.2273,0.51,0.1642,9,163,172,False,1.591836734693878,2.6830999999999996,51.0,20.374592800000002
133,2011-01-06,winter,2011,January,18,False,Thursday,True,A,0.22,0.2273,0.51,0.1343,5,158,163,False,1.591836734693878,2.6830999999999996,51.0,16.6644812
134,2011-01-06,winter,2011,January,19,False,Thursday,True,A,0.22,0.2576,0.55,0.0896,3,109,112,False,1.591836734693878,4.107200000000001,55.00000000000001,11.1179264
135,2011-01-06,winter,2011,January,20,False,Thursday,True,A,0.2,0.2121,0.51,0.1642,3,66,69,False,0.6326530612244898,1.9687000000000001,51.0,20.374592800000002
136,2011-01-06,winter,2011,January,21,False,Thursday,True,B,0.22,0.2121,0.55,0.2239,0,48,48,False,1.591836734693878,1.9687000000000001,55.00000000000001,27.7824076
137,2011-01-06,winter,2011,January,22,False,Thursday,True,B,0.22,0.2121,0.51,0.2836,1,51,52,False,1.591836734693878,1.9687000000000001,51.0,35.1902224
138,2011-01-06,winter,2011,January,23,False,Thursday,True,B,0.2,0.19699999999999998,0.59,0.19399999999999998,4,19,23,False,0.6326530612244898,1.2589999999999986,59.0,24.072296
139,2011-01-07,winter,2011,January,0,False,Friday,True,B,0.2,0.19699999999999998,0.64,0.19399999999999998,4,13,17,False,0.6326530612244898,1.2589999999999986,64.0,24.072296
140,2011-01-07,winter,2011,January,1,False,Friday,True,B,0.2,0.19699999999999998,0.69,0.2239,2,5,7,False,0.6326530612244898,1.2589999999999986,69.0,27.7824076
141,2011-01-07,winter,2011,January,2,False,Friday,True,B,0.2,0.19699999999999998,0.69,0.2239,0,1,1,False,0.6326530612244898,1.2589999999999986,69.0,27.7824076
142,2011-01-07,winter,2011,January,4,False,Friday,True,B,0.2,0.2121,0.69,0.1343,0,1,1,False,0.6326530612244898,1.9687000000000001,69.0,16.6644812
143,2011-01-07,winter,2011,January,5,False,Friday,True,C,0.22,0.2727,0.55,0.0,0,5,5,False,1.591836734693878,4.8169,55.00000000000001,0.0
144,2011-01-07,winter,2011,January,6,False,Friday,True,B,0.2,0.2576,0.69,0.0,8,26,34,False,0.6326530612244898,4.107200000000001,69.0,0.0
145,2011-01-07,winter,2011,January,7,False,Friday,True,A,0.2,0.2121,0.69,0.1343,8,76,84,False,0.6326530612244898,1.9687000000000001,69.0,16.6644812
146,2011-01-07,winter,2011,January,8,False,Friday,True,A,0.2,0.19699999999999998,0.51,0.2537,20,190,210,False,0.6326530612244898,1.2589999999999986,51.0,31.4801108
147,2011-01-07,winter,2011,January,9,False,Friday,True,A,0.2,0.1818,0.47,0.2985,9,125,134,False,0.6326530612244898,0.5445999999999991,47.0,37.039074
148,2011-01-07,winter,2011,January,10,False,Friday,True,A,0.22,0.19699999999999998,0.37,0.3284,16,47,63,False,1.591836734693878,1.2589999999999986,37.0,40.749185600000004
149,2011-01-07,winter,2011,January,11,False,Friday,True,B,0.2,0.19699999999999998,0.4,0.2239,19,48,67,False,0.6326530612244898,1.2589999999999986,40.0,27.7824076
150,2011-01-07,winter,2011,January,12,False,Friday,True,B,0.2,0.19699999999999998,0.37,0.2537,9,50,59,False,0.6326530612244898,1.2589999999999986,37.0,31.4801108
151,2011-01-07,winter,2011,January,13,False,Friday,True,B,0.2,0.1818,0.37,0.2836,9,64,73,False,0.6326530612244898,0.5445999999999991,37.0,35.1902224
152,2011-01-07,winter,2011,January,14,False,Friday,True,B,0.2,0.19699999999999998,0.4,0.2537,7,43,50,False,0.6326530612244898,1.2589999999999986,40.0,31.4801108
153,2011-01-07,winter,2011,January,15,False,Friday,True,B,0.2,0.2121,0.37,0.1642,9,63,72,False,0.6326530612244898,1.9687000000000001,37.0,20.374592800000002
154,2011-01-07,winter,2011,January,16,False,Friday,True,B,0.2,0.2121,0.37,0.1642,5,82,87,False,0.6326530612244898,1.9687000000000001,37.0,20.374592800000002
155,2011-01-07,winter,2011,January,17,False,Friday,True,B,0.2,0.2576,0.37,0.0,9,178,187,False,0.6326530612244898,4.107200000000001,37.0,0.0
156,2011-01-07,winter,2011,January,18,False,Friday,True,A,0.2,0.2273,0.4,0.0896,7,116,123,False,0.6326530612244898,2.6830999999999996,40.0,11.1179264
157,2011-01-07,winter,2011,January,19,False,Friday,True,A,0.16,0.19699999999999998,0.55,0.0896,3,92,95,False,-1.2857142857142856,1.2589999999999986,55.00000000000001,11.1179264
158,2011-01-07,winter,2011,January,20,False,Friday,True,A,0.18,0.2121,0.47,0.1045,1,50,51,False,-0.3265306122448983,1.9687000000000001,47.0,12.966778000000001
159,2011-01-07,winter,2011,January,21,False,Friday,True,A,0.18,0.19699999999999998,0.47,0.1343,0,39,39,False,-0.3265306122448983,1.2589999999999986,47.0,16.6644812
160,2011-01-07,winter,2011,January,22,False,Friday,True,B,0.18,0.19699999999999998,0.43,0.1642,2,34,36,False,-0.3265306122448983,1.2589999999999986,43.0,20.374592800000002
161,2011-01-07,winter,2011,January,23,False,Friday,True,B,0.18,0.19699999999999998,0.51,0.1642,1,14,15,False,-0.3265306122448983,1.2589999999999986,51.0,20.374592800000002
162,2011-01-08,winter,2011,January,0,False,Saturday,False,B,0.18,0.19699999999999998,0.51,0.1642,1,24,25,True,-0.3265306122448983,1.2589999999999986,51.0,20.374592800000002
163,2011-01-08,winter,2011,January,1,False,Saturday,False,B,0.18,0.2121,0.55,0.0896,1,15,16,True,-0.3265306122448983,1.9687000000000001,55.00000000000001,11.1179264
164,2011-01-08,winter,2011,January,2,False,Saturday,False,B,0.18,0.2424,0.55,0.0,3,13,16,True,-0.3265306122448983,3.3927999999999994,55.00000000000001,0.0
